x1,x2,cls
2.5910888606280187,0.8989778750056608,A
-2.7148505542658645,-1.051628659660368,A
-2.826361204744676,-0.820322192755464,A
0.48809367755820604,0.07024929491013734,A
2.9045120024603195,2.0189444330411597,A
-2.061296109708894,-0.15950133322785232,A
-1.3089727221148277,0.9883189379035423,A
2.748457743511545,0.3038180462103348,A
-3.417831339268002,-0.8038479888707042,A
-0.08627524705946304,0.3666887728099698,A
-3.7605758638506717,-0.5956105652725676,A
1.5333306976595542,1.295809343431867,A
0.43071423734961856,-0.08089012426519206,A
-1.2181457244910106,1.0186743637555564,A
-0.23656248062322294,1.0008532453050367,A
1.9207097151955201,1.158774512690437,A
-0.5898148076399357,0.8705247482703833,A
0.7516791093207572,0.15735863436234657,A
1.067813669360805,-0.6414617805993414,A
-3.1435415658777095,-2.3779719485720596,A
-0.10106575400950613,-0.7275272809322619,A
-0.6820577615763148,1.7008526963471018,A
-0.6862378335306664,-0.006022609168358867,A
-1.4177632872626798,0.5212628182690215,A
-0.08376211639411596,0.8902441714205442,A
-3.04428363842313,-1.6922769549209262,A
-2.3920750072869863,-1.0731158602172695,A
2.2023640999578022,1.8599923181549916,A
1.0108017718793518,0.16486058633547263,A
0.49920194286510483,-0.43338584582688633,A
-0.09593669817200662,-0.38412677368611986,A
3.3583571987926937,1.3536421560095617,A
0.6651649635897767,1.8708360398941197,A
-1.6820050431965905,0.94256706289928,A
0.5467488330677843,-0.08370342860470707,A
-2.6671019567506455,-0.7312010097111433,A
0.8058410542364575,0.22868936939102955,A
1.5840670443705729,-0.3012770202777147,A
3.405703480863871,0.13871452281499097,A
-2.0468317003675147,-0.47222969919528945,A
1.4540724584403932,0.5777827185720762,A
0.8539290903391502,0.7317716410000336,A
-2.3446004079658618,1.4413340116680313,A
-0.6208375738363537,-0.01536162521116062,A
-0.16492701885851263,0.3181568751755756,A
-0.24192178075322596,1.20785108047477,A
-0.1543447232506242,-0.18139374493967372,A
0.6537018664809483,-0.28408077441639185,A
-1.5808529228405228,-1.189738554333991,A
-1.0547145172954924,-0.07613830055378912,A
2.8273918247112437,2.269785899931991,A
-2.860172097656326,0.8936044689695031,A
0.8515646695433395,0.20571800464540912,A
-2.106490052680337,-1.4170558586705244,A
-2.4954344206497447,-2.0447090518307496,A
2.2622172967494576,0.27180332646097244,A
-1.7582411035440682,0.6359403971853264,A
-1.5246395280211138,-0.20442451631650846,A
-2.324928976128274,0.454420779128471,A
-0.7047799791118421,0.2791538331219119,A
3.2717698980397563,1.5045472248502878,A
-0.682877799825909,-0.16980882366083186,A
-1.0580554593116256,-1.278747526585335,A
-2.1151255729714644,-0.6017229416421261,A
-0.653885209197928,0.5660305871324773,A
2.8972699346192337,1.5040314029626114,A
3.769988667086709,0.7582457371275226,A
2.705466383147851,-0.22315134135339731,A
-0.33904338784269455,0.013579985162718994,A
-0.2383379103313566,-1.248470918012733,A
0.11305634002452089,-0.09013179810068565,A
-0.30733965352898196,-0.005325875051191337,A
-1.0245979356747832,0.7800290671815994,A
1.1638469454234919,0.4073287320834882,A
1.0436313747416341,0.14561075308413357,A
-2.402922036438401,-0.5512852683662407,A
-0.1291566023027324,-0.15686699907330381,A
2.242883078675457,-0.1939443415929336,A
1.8106230427042325,0.7793739129332004,A
1.6049763693648338,-0.8618432474407254,A
1.6729049241528642,1.1800776570191873,A
-3.667101104274058,0.23409931598961708,A
-3.5316011069840925,-1.6978011679742118,A
0.3736321350060696,-0.5529671040175335,A
-1.2867304840542653,0.4463955557765385,A
2.4022960670902114,0.5031289916434639,A
-0.6114123162304613,-0.30575458719111814,A
0.5546936377532046,0.6160002322395984,A
5.025796783033289,0.5171154050416518,A
0.3607749332210425,0.6702075113158305,A
-0.4671643943751271,-0.12273602302491925,A
0.8285767192908943,-0.46183517077132796,A
1.2835034174284785,0.031201988240018352,A
0.9158208090138883,1.522879580208865,A
0.062316674244735915,1.650093414495396,A
2.1357319497835254,-0.3874207283690244,A
0.5062600669142538,0.21819946751743302,A
-2.4023615430547425,-0.44038755634154414,A
-0.9012207435214633,1.4043250794727618,A
-0.7420416007457117,-0.09701831120267128,A
3.837527459474935,2.286269689189228,B
5.852382924687023,3.4551911126922095,B
4.757453366980045,3.494747524361714,B
2.5346411322740465,3.139631666826477,B
0.3121076432725354,3.7341259941086946,B
-1.9455492098000455,3.226951925300879,B
-2.0832016295300155,3.413119458273126,B
3.3842458481482445,2.6129465217259273,B
4.455234507956268,2.854438763202303,B
4.025469682536564,2.784891176699739,B
4.421174021927325,2.754672237442942,B
6.797876743599321,3.098950571664496,B
1.616986686137005,3.5518182355353667,B
-0.5460594653048059,2.9112823335676037,B
0.6339659496418788,2.2698548290122735,B
5.698998961450982,3.6432516568182884,B
1.1875389195579393,3.593578242335692,B
1.4830168389160192,2.3006320857140374,B
-0.018090076900412644,2.74893315814612,B
-2.9520325197070614,2.208169605276024,B
2.977396273548129,2.712450011065879,B
4.872254431278069,3.3029620322045194,B
1.0857740565822545,2.626108328317776,B
5.9458099677830605,3.311187690806942,B
1.0415390806073865,3.704002335386635,B
3.539051166700057,1.7460717113945436,B
3.782257424007471,2.1657794149671927,B
3.8473829367398213,3.178137070029377,B
5.171532797919831,1.698830012320014,B
2.0083919975494027,4.222866335122282,B
2.4730314030702085,2.2006556655274503,B
3.372726900837331,3.565728475092013,B
5.981566688447952,3.7485832579374825,B
8.43890562553808,2.437817811779808,B
5.93694740784359,3.7935924916685058,B
5.7212131440181615,3.8121756677273293,B
-0.6082883910348453,2.5538350803585534,B
5.482807447078235,3.112881655097381,B
1.8065913871108283,1.9188955030438926,B
-0.2012051173004168,3.0090156072151166,B
0.7542380126496506,2.225112634113807,B
7.314708206474902,2.6791902443641975,B
-2.571746948311115,1.2918986784039608,B
2.563794997384449,3.317738578815472,B
8.753610652196883,2.8389150913257573,B
1.4847630220758306,3.2349860128570747,B
-0.6556425255801326,3.7119209188251503,B
2.9761901407314113,3.90779130594522,B
6.771311158283324,2.994721913198259,B
1.0697426833110377,2.301081012402444,B
5.549501933995854,3.340845927527912,B
2.226466522502111,2.14542343969068,B
3.808803341122422,2.776883170089056,B
6.002020675883099,3.922305168638514,B
7.636573153980258,2.9069484547319067,B
4.368092448434663,2.6756380642837603,B
13.113818194298407,4.454989856733066,B
0.2551276533046849,2.06707286016843,B
0.03503334884753828,2.8472946890085407,B
1.1566881297757527,1.5008321448578055,B
-0.8795445273362783,2.084632524224171,B
4.403505132935501,4.204109762733055,B
1.6890270225545787,3.418196495736159,B
1.7562898470650408,2.0989662783235548,B
3.7368543530015934,2.549616655496993,B
2.715464960774606,3.26842011181809,B
-1.6050201607670687,1.800419138028232,B
4.612585046634845,2.807164582228222,B
2.9883002888578742,2.033705085639791,B
-0.9103275205732273,3.3068788114640864,B
1.9724809249996993,3.085196849028198,B
4.85921505233254,2.566584945171607,B
1.4662490003768753,1.954887724453369,B
9.449803103793936,4.232051871158461,B
-1.6612827134016719,3.9451171976753523,B
5.299624792386844,2.996110232637603,B
4.050148310463552,4.029235405334051,B
0.5697949461412195,2.570493000281909,B
4.004009576997047,3.2501995182592616,B
6.5929432056551,4.202079856120065,B
2.0950827310004043,3.1310220075246886,B
2.4700020621202854,1.2498174697645805,B
7.851349465323829,3.947110723151697,B
3.574241087369593,3.14077213371206,B
5.49066959703069,1.8853879479318034,B
3.746454590420835,2.9916624756276455,B
-0.09537333515308744,3.1604160107119363,B
0.451023929056273,2.8061291207739707,B
4.193388786616903,2.8860054019844403,B
2.3472445866387566,2.366459863717891,B
1.0909964723374297,2.4944832171603553,B
2.293244310640516,2.6917535821131926,B
-2.516191900633417,2.3751179020992126,B
2.1648127257525536,2.6198026869866022,B
-0.27745128723492885,3.9273770705890207,B
4.437272210487384,2.962408573596599,B
-0.811497858838798,1.5472915536571628,B
1.5791439268861485,2.1225225045519265,B
5.740013226607663,2.155893034360918,B
7.121647519066688,2.7618859882391025,B
