x1,x2,cls
3.1159501450784974,4.414383906570951,A
4.737426726047999,3.5079062428217256,A
6.593817780493159,1.9146588669216198,A
1.7409252265743598,3.78929677551374,A
2.695428871706046,3.818263220940143,A
7.258755319468749,2.842948274702113,A
0.9409488739864411,2.518635023882098,A
5.595176862090446,3.4570031653464093,A
5.0898793789848105,4.769377216913969,A
-2.468949726714137,2.385072760377679,A
5.848338126227369,3.781943925238769,A
-2.1454697213835834,3.830327335784716,A
-0.8774119891058936,3.114261449615325,A
4.841799400464497,3.4033680549498104,A
-4.788034076751661,2.612437910362302,A
6.839171281439667,4.207717495703981,A
4.030764431584409,3.1895737167422866,A
1.3871962221056875,2.727249123516493,A
-0.5427591850461049,1.5964287007968316,A
-1.8398060425020102,2.0352871084544097,A
3.1973468270572107,4.260368861607839,A
-3.1022815767835468,2.191978129199708,A
7.8643557051083555,4.048373410748811,A
0.9739277246524809,3.495171767722163,A
1.0454294773239776,1.801620155152955,A
4.369833057857841,3.2543333484955745,A
-1.611593147609728,4.072522779410285,A
6.357033727692354,2.8461844566313,A
4.793787359450128,3.1150231114235436,A
6.92874463756378,4.997535933253095,A
-0.8162501063304024,2.542811090541614,A
3.090892681645015,1.9504487430737707,A
6.307558028190163,3.6344543006960928,A
4.090086748183939,2.1294792944984495,A
2.118066688985794,2.9124577069385844,A
2.121501725015079,3.676266842241686,A
9.625705785638537,3.775110701731585,A
10.041586113004204,4.926897136233919,A
4.648105722240947,4.128422446509347,A
7.751786027787655,2.9540268041872744,A
4.524262714990286,2.8969672087930673,A
1.2840797182936934,3.05630618670146,A
-1.405707080105782,2.737343664950185,A
0.049241835770510445,2.6916667636082874,A
0.2781648858712953,3.665002381926689,A
4.0876841373061215,5.068500321814286,A
2.392149893720833,3.7609433659496685,A
1.4386594743242453,2.989184657897215,A
1.641465257300666,2.738754196695603,A
-3.5222424786755475,2.4941380814176592,A
4.3163639692293625,3.1953816097493988,A
5.081698804509508,2.06640399249748,A
0.8810551662105026,3.168274393723708,A
7.999218979711088,2.57111046123081,A
2.629526908863671,3.3644511310976473,A
3.2569323546232463,2.714477824617047,A
0.7146441956824612,2.8213237945712644,A
3.592033077002113,2.5127694235722076,A
7.331690284527553,2.949135454595149,A
1.8814819264120972,2.768013848746717,A
4.016460428257048,3.3432011340025216,A
5.857752111144256,2.705098116031137,A
1.5313883698414448,3.981287699506547,A
0.7128043606578132,2.8658511292310282,A
1.1880539743100411,2.8472349946463305,A
1.0766144053866646,2.660196503221825,A
1.6114924069601004,2.817708808637752,A
-1.4104191179732766,2.0248368181425644,A
-0.662192915394757,2.9948543880954093,A
6.259605833922588,2.597603660880316,A
2.639706981393661,2.8949872659535263,A
3.0890338219484597,2.3378212922038064,A
0.012499282174998516,2.51931613841983,A
2.8040762324794084,3.130381831774574,A
6.0435748894925005,2.8463705606064553,A
3.2226564577596397,4.038716460126247,A
1.2516011499504256,2.7928607678166055,A
4.330325601956648,2.461773417783794,A
2.6619796488790337,3.3749676285144847,A
3.149334150136725,3.7569331778968995,A
1.0307684930549332,2.847620001588741,A
1.6210218907229048,3.97220148795259,A
