X(t-20),X(t-15),X(t-10),X(t-5),X(t+0),X(t+5),t
0.88308674060308,0.7592699705354465,0.7834377142865208,1.023141961055832,1.0848135375745063,1.1627271498446003,301
0.8577010553920696,0.7435075252144455,0.8259818477677695,1.0494558245621646,1.0925288610464303,1.187586776490334,302
0.8313381854935494,0.7357302499277522,0.878260647235497,1.065110675652191,1.1039533984019365,1.212449480909274,303
0.8051427937221775,0.7385138861619395,0.9336848470417324,1.0738227625918726,1.1197092193003606,1.2356921669587406,304
0.7805323978242426,0.7540429757766762,0.984024518508645,1.0793475277150022,1.13960795987216,1.2561421202457583,305
0.7592699705354465,0.7834377142865208,1.023141961055832,1.0848135375745063,1.1627271498446003,1.2732915669520117,306
0.7435075252144455,0.8259818477677695,1.0494558245621646,1.0925288610464303,1.187586776490334,1.287364157342497,307
0.7357302499277522,0.878260647235497,1.065110675652191,1.1039533984019365,1.212449480909274,1.2992393669376494,308
0.7385138861619395,0.9336848470417324,1.0738227625918726,1.1197092193003606,1.2356921669587406,1.3102182478424376,309
0.7540429757766762,0.984024518508645,1.0793475277150022,1.13960795987216,1.2561421202457583,1.3215460513419257,310
0.7834377142865208,1.023141961055832,1.0848135375745063,1.1627271498446003,1.2732915669520117,1.3335242529681113,311
0.8259818477677695,1.0494558245621646,1.0925288610464303,1.187586776490334,1.287364157342497,1.3440948724891144,312
0.878260647235497,1.065110675652191,1.1039533984019365,1.212449480909274,1.2992393669376494,1.3476633269959433,313
0.9336848470417324,1.0738227625918726,1.1197092193003606,1.2356921669587406,1.3102182478424376,1.3370981559425865,314
0.984024518508645,1.0793475277150022,1.13960795987216,1.2561421202457583,1.3215460513419257,1.309697305615612,315
1.023141961055832,1.0848135375745063,1.1627271498446003,1.2732915669520117,1.3335242529681113,1.2693887079298913,316
1.0494558245621646,1.0925288610464303,1.187586776490334,1.287364157342497,1.3440948724891144,1.2225465287365482,317
1.065110675652191,1.1039533984019365,1.212449480909274,1.2992393669376494,1.3476633269959433,1.174281296367868,318
1.0738227625918726,1.1197092193003606,1.2356921669587406,1.3102182478424376,1.3370981559425865,1.1275326015268832,319
1.0793475277150022,1.13960795987216,1.2561421202457583,1.3215460513419257,1.309697305615612,1.0833982765838084,320
1.0848135375745063,1.1627271498446003,1.2732915669520117,1.3335242529681113,1.2693887079298913,1.0416706658431452,321
1.0925288610464303,1.187586776490334,1.287364157342497,1.3440948724891144,1.2225465287365482,1.001340701679723,322
